"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2741","Password show/hide button works","webkit","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","7733","Search hotel with multiple guests","webkit","2026-03-30","passed","2026-03-30","Hotel Page Functional Tests","hotel.spec.js","",""
"","3448","Pay with PayPal","chromium","2026-03-30","passed","2026-03-30","Payment Module Tests","payment.spec.js","",""
"","874","Login with empty password shows error","chromium","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","5407","Drop date before pickup date","firefox","2026-03-30","passed","2026-03-30","Car Page Functional Tests","car.spec.js","",""
"","5642","Navigate to My Bookings page","webkit","2026-03-30","passed","2026-03-30","Home Page Tests","home.spec.js","",""
"","1060","Forgot password link navigates correctly","firefox","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","2126","Search hotel and sort by rating (if exists)","chromium","2026-03-30","passed","2026-03-30","Hotel Page Functional Tests","hotel.spec.js","",""
"","8989","Credit card - invalid expiry","webkit","2026-03-30","passed","2026-03-30","Payment Module Tests","payment.spec.js","",""
"","3455","Book multiple cars sequentially","firefox","2026-03-30","passed","2026-03-30","Car Page Functional Tests","car.spec.js","",""
"","857","Full Name input accepts text","firefox","2026-03-30","passed","2026-03-30","Register Page Tests","register.spec.js","",""
"","7676","Flight search with same from/to city","webkit","2026-03-30","passed","2026-03-30","Flight Page Tests","flight.spec.js","",""
"","850","Full Name input accepts text","chromium","2026-03-30","passed","2026-03-30","Register Page Tests","register.spec.js","",""
"","3068","Click logo navigates home","firefox","2026-03-30","passed","2026-03-30","Home Page Tests","home.spec.js","",""
"","2549","get started link","webkit","2026-03-30","passed","2026-03-30","","example.spec.js","",""
"","4923","Credit card - only card number","firefox","2026-03-30","passed","2026-03-30","Payment Module Tests","payment.spec.js","",""
"","8036","Filter cars by price","webkit","2026-03-30","passed","2026-03-30","Car Page Functional Tests","car.spec.js","",""
"","936","Forgot password link navigates correctly","chromium","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","2213","Password input type is password","webkit","2026-03-30","passed","2026-03-30","Register Page Tests","register.spec.js","",""
"","5358","Search hotel and cancel before booking","webkit","2026-03-30","passed","2026-03-30","Hotel Page Functional Tests","hotel.spec.js","",""
"","2211","Search hotel without entering city shows warning","chromium","2026-03-30","passed","2026-03-30","Hotel Page Functional Tests","hotel.spec.js","",""
"","7676","Search flight and click on first result details","webkit","2026-03-30","passed","2026-03-30","Flight Page Tests","flight.spec.js","",""
"","1367","Password and confirm password inputs accept text","firefox","2026-03-30","passed","2026-03-30","Register Page Tests","register.spec.js","",""
"","7845","Search car city uppercase","webkit","2026-03-30","passed","2026-03-30","Car Page Functional Tests","car.spec.js","",""
"","3453","Credit card - only card number","chromium","2026-03-30","passed","2026-03-30","Payment Module Tests","payment.spec.js","",""
"","6175","Credit card - empty fields","webkit","2026-03-30","passed","2026-03-30","Payment Module Tests","payment.spec.js","",""
"","7169","Flight search with maximum passengers","webkit","2026-03-30","passed","2026-03-30","Flight Page Tests","flight.spec.js","",""
"","6023","Click Wanderlust logo redirects home","webkit","2026-03-30","passed","2026-03-30","Home Page Tests","home.spec.js","",""
"","2839","Book second available car","firefox","2026-03-30","passed","2026-03-30","Car Page Functional Tests","car.spec.js","",""
"","3517","Flight search with maximum passengers","firefox","2026-03-30","passed","2026-03-30","Flight Page Tests","flight.spec.js","",""
"","1423","Login with invalid credentials shows error","firefox","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","3400","Flight search with invalid city names","firefox","2026-03-30","passed","2026-03-30","Flight Page Tests","flight.spec.js","",""
"","3559","Flight search with past date","firefox","2026-03-30","passed","2026-03-30","Flight Page Tests","flight.spec.js","",""
"","2477","Search car without dates","firefox","2026-03-30","passed","2026-03-30","Car Page Functional Tests","car.spec.js","",""
"","4047","Search car with special characters in city","firefox","2026-03-30","failed","2026-03-30","Car Page Functional Tests","car.spec.js","",""
"","11097","Search hotel, select dates and increase guests count","webkit","2026-03-30","passed","2026-03-30","Hotel Page Functional Tests","hotel.spec.js","",""
"","2634","Navigate to Hotels page","chromium","2026-03-30","passed","2026-03-30","Home Page Tests","home.spec.js","",""
"","3097","Navigate to Hotels page","firefox","2026-03-30","passed","2026-03-30","Home Page Tests","home.spec.js","",""
"","2695","Navigate to My Bookings page","chromium","2026-03-30","passed","2026-03-30","Home Page Tests","home.spec.js","",""
"","3484","Click Sign In then back to Register","webkit","2026-03-30","passed","2026-03-30","Register Page Tests","register.spec.js","",""
"","3494","Navigate to Cars page","firefox","2026-03-30","passed","2026-03-30","Home Page Tests","home.spec.js","",""
"","2984","Flight page loads correctly","firefox","2026-03-30","passed","2026-03-30","Flight Page Tests","flight.spec.js","",""
"","2661","Navigate to Cars page","chromium","2026-03-30","passed","2026-03-30","Flight Page Tests","flight.spec.js","",""
"","2281","t7 Navigate back to Cars section","chromium","2026-03-30","passed","2026-03-30","Destinations Page Functional Tests","destination.spec.js","",""
"","1206","Navigate to create account page","firefox","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","826","Sign In button is disabled when inputs empty","chromium","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","4713","Check My Bookings page loads","webkit","2026-03-30","passed","2026-03-30","My Bookings Page Tests","myBookings.spec.js","",""
"","2720","Password and confirm password inputs accept text","webkit","2026-03-30","passed","2026-03-30","Register Page Tests","register.spec.js","",""
"","4015","Credit card - invalid number","firefox","2026-03-30","passed","2026-03-30","Payment Module Tests","payment.spec.js","",""
"","3236","Navigate to Hotels page","firefox","2026-03-30","passed","2026-03-30","Flight Page Tests","flight.spec.js","",""
"","896","Login with invalid credentials shows error","chromium","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","402","has title","chromium","2026-03-30","passed","2026-03-30","","example.spec.js","",""
"","3136","Search hotel with max guests","firefox","2026-03-30","passed","2026-03-30","Hotel Page Functional Tests","hotel.spec.js","",""
"","8067","Flight search with future date","webkit","2026-03-30","passed","2026-03-30","Flight Page Tests","flight.spec.js","",""
"","2943","t6 Navigate back to Hotels section","firefox","2026-03-30","passed","2026-03-30","Destinations Page Functional Tests","destination.spec.js","",""
"","14717","Open a booking by name","webkit","2026-03-30","failed","2026-03-30","My Bookings Page Tests","myBookings.spec.js","",""
"","2778","Book first flight","chromium","2026-03-30","passed","2026-03-30","Flight Page Tests","flight.spec.js","",""
"","2462","Filter cars by price","chromium","2026-03-30","passed","2026-03-30","Car Page Functional Tests","car.spec.js","",""
"","2134","Search hotel with check-out before check-in","chromium","2026-03-30","passed","2026-03-30","Hotel Page Functional Tests","hotel.spec.js","",""
"","860","Login with empty fields shows error","chromium","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","1173","Email input accepts valid email","firefox","2026-03-30","passed","2026-03-30","Register Page Tests","register.spec.js","",""
"","2177","Search hotel without dates shows warning","chromium","2026-03-30","passed","2026-03-30","Hotel Page Functional Tests","hotel.spec.js","",""
"","1179","get started link","firefox","2026-03-30","passed","2026-03-30","","example.spec.js","",""
"","2719","Sign in button navigates back to login","webkit","2026-03-30","passed","2026-03-30","Register Page Tests","register.spec.js","",""
"","2423","Filter cars by type","chromium","2026-03-30","passed","2026-03-30","Car Page Functional Tests","car.spec.js","",""
"","3899","Credit card - invalid CVV","firefox","2026-03-30","passed","2026-03-30","Payment Module Tests","payment.spec.js","",""
"","2379","Navigate to create account page","webkit","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","1688","Click Sign In then back to Register","firefox","2026-03-30","passed","2026-03-30","Register Page Tests","register.spec.js","",""
"","2846","Switch from Hotels to Cars tab","chromium","2026-03-30","passed","2026-03-30","Home Page Tests","home.spec.js","",""
"","1257","Register with invalid email shows error","firefox","2026-03-30","passed","2026-03-30","Register Page Tests","register.spec.js","",""
"","4229","Search hotel without entering city shows warning","webkit","2026-03-30","passed","2026-03-30","Hotel Page Functional Tests","hotel.spec.js","",""
"","2943","Search hotel with valid city and dates","firefox","2026-03-30","passed","2026-03-30","Hotel Page Functional Tests","hotel.spec.js","",""
"","5191","Credit card - empty fields","firefox","2026-03-30","passed","2026-03-30","Payment Module Tests","payment.spec.js","",""
"","2438","Check multiple bookings exist","firefox","2026-03-30","passed","2026-03-30","My Bookings Page Tests","myBookings.spec.js","",""
"","4297","Search hotel without dates shows warning","webkit","2026-03-30","passed","2026-03-30","Hotel Page Functional Tests","hotel.spec.js","",""
"","2171","Search hotel and cancel before booking","chromium","2026-03-30","passed","2026-03-30","Hotel Page Functional Tests","hotel.spec.js","",""
"","17578","Search car with valid city and dates","webkit","2026-03-30","passed","2026-03-30","Car Page Functional Tests","car.spec.js","",""
"","6414","Switch tabs Flights → Hotels → Cars → Flights","webkit","2026-03-30","passed","2026-03-30","Home Page Tests","home.spec.js","",""
"","3492","Credit card - only name","chromium","2026-03-30","passed","2026-03-30","Payment Module Tests","payment.spec.js","",""
"","6056","Navigate to Cars page","webkit","2026-03-30","passed","2026-03-30","Home Page Tests","home.spec.js","",""
"","3554","Flight search with multiple passengers","firefox","2026-03-30","passed","2026-03-30","Flight Page Tests","flight.spec.js","",""
